,author,title,description,url,urlToImage,publishedAt,content,source.name,category
113,David Griffin,The Mandalorian: Moff Gideon Actor Explains Why His Armor Is Similar to Darth Vader's - IGN - IGN,Moff Gideon actor Giancarlo Esposito explains why his character's armor is similar to Darth Vader's in The Mandalorian Season 2.,https://www.ign.com/articles/the-mandalorian-season-2-moff-gideon-armor-darth-vader-giancarlo-esposito,https://assets1.ignimgs.com/2020/11/25/themandalorian-1-1606326830945.jpg?width=1280,2020-11-25T19:01:55Z,Was this article informative?,IGN,entertainment
114,Brian Davids,Mackenzie Foy on 'Black Beauty' and Why She Reshot 'Interstellar’ Scenes - Hollywood Reporter,"The actor delves into reinventing the classic children's story and recalls filming the climactic moment of Christopher Nolan's 2014 film: ""The next thing I know, I’m two stories up in a half-remake of Murph’s bedroom and Matthew is in a spacesuit, flying arou…",https://www.hollywoodreporter.com/heat-vision/mackenzie-foy-on-black-beauty-and-why-she-reshot-interstellar-scenes,https://weareroast.com/wp-content/uploads/2019/09/108012241_globe_2048x1152.jpg,2020-11-25T17:51:07Z,"Foy tells The Hollywood Reporter: Its crazy because you wouldnt think that New York and South Africa would go together, but those scenes in Central Park were actually filmed in South Africa. I have a",Hollywood Reporter,entertainment
115,Austen Goslin,Star Wars Jedi: Fallen Order mod adds a perfect Mandalorian - Polygon,A new mod for Star Wars Jedi: Fallen Order adds Din Djarin to the game. The character model is based on The Mandalorian’s season 2 costume and even lets him wield a lightsaber.,https://www.polygon.com/2020/11/25/21719297/star-wars-jedi-fallen-order-mod-the-mandalorian-din-djarin-lightsaber,https://cdn.vox-cdn.com/thumbor/W6nRGAMBvpNoywnYJLn9_QA07pA=/0x0:1920x1005/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22121620/257_1606077139_828949255.png,2020-11-25T17:39:17Z,"With Star Wars 1313 canceled, the chances of us getting a Star Wars game about bounty hunters in the near future is looking pretty grim. Thankfully, a helpful modder has arrived to give us the next-b",Polygon,entertainment
116,By Kelby Vera Heather Waugh For Dailymail.com,"Kim Kardashian and daughters North, seven, and Chicago, two, don matching SKIMS outfits - Daily Mail","The trio was modeling looks from the matching loungewear line, which debuted their kids collection earlier this month.",https://www.dailymail.co.uk/tvshowbiz/article-8987097/Kim-Kardashian-daughters-North-seven-Chicago-two-don-matching-SKIMS-outfits.html,https://i.dailymail.co.uk/1s/2020/11/25/17/36104418-0-image-a-5_1606325808965.jpg,2020-11-25T17:37:00Z,"Kim Kardashian got bundled up with daughters North and Chicago while promoting her cozy new 'mommy and me' collection from her line SKIMS.
The reality star-turned-entrepreneur, 40, glowed while cudd",Daily Mail,entertainment
117,,Disney Minnie Vans Spotted at FL Dealership? - Inside the Magic,It appears that you may be able to buy your very own authentic Minnie Van! Here is what we know so far on the vehicle purchase.,https://insidethemagic.net/2020/11/minnie-vans-dealership-ad1/,https://insidethemagic-119e2.kxcdn.com/wp-content/uploads/2020/11/shdgfry87y5968ui7.jpg,2020-11-25T16:51:00Z,"If you ever wanted to own the Main St. trolley on Magic Kingdom, we might have the next best (and likely more affordable) option. It appeared to some fans that the Minnie Vans were “for sale” at a de",Inside the Magic,entertainment
118,By Kelby Vera For Dailymail.com,Gigi Hadid looks radiant as she goes fresh-faced while sharing another glimpse of her baby girl - Daily Mail,"While Gigi leaned towards the camera to display her makeup-free glow, the top of her two-month-old daughter's head poked into the frame.",https://www.dailymail.co.uk/tvshowbiz/article-8986853/Gigi-Hadid-keeps-fresh-faced-offers-glimpse-two-month-old-baby-girl-Instagram.html,https://i.dailymail.co.uk/1s/2020/11/25/17/36102410-0-image-a-13_1606323964684.jpg,2020-11-25T16:37:00Z,"Gigi Hadid is giving the world another glimpse at her baby girl.
The runway talent, 25, looked radiant as she soaked in the sunshine with her little one in the Wednesday Instagram.
While Gigi leane",Daily Mail,entertainment
119,Jessica Radloff,Kaley Cuoco Gives the Performance of Her Career in HBO Max's 'The Flight Attendant' - Glamour,"""The Flight Attendant"" is a slick, fast-paced drama starring Kaley Cuoco, which will make you appreciate ""The Big Bang Theory"" actor even more.",https://www.glamour.com/story/kaley-cuoco-the-flight-attendant-review,"https://media.glamour.com/photos/5fbc2fe221e98357424f540c/16:9/w_1280,c_limit/the-flight-attendant_85.jpg",2020-11-25T16:28:24Z,"It was the biggest relief, Cuoco says. From that moment, she didnt question her process, which allowed her the freedom she needed to channel Cassies extreme anxiety and mania. Susanna was like, If th",Glamour,entertainment
120,By Sarah Sotoodeh For Dailymail.com,Jennifer Lopez excited about Netflix series about Selena Quintanilla - Daily Mail,"In 1997, she played Selena Quintanilla, the legendary Queen of Tejano music, which became her breakout role of her career.",https://www.dailymail.co.uk/tvshowbiz/article-8986583/Jennifer-Lopez-wait-new-Netflix-series-Selena-Quintanilla.html,https://i.dailymail.co.uk/1s/2020/11/25/16/36100946-0-image-a-29_1606321227628.jpg,2020-11-25T16:28:00Z,"In 1997, she played Selena Quintanilla, the legendary Queen of Tejano music, which became her breakout role of her career.
And Jennifer Lopez gushed about the latest project on the late singer - the",Daily Mail,entertainment
121,James Hibberd,Emilia Clarke improvised an entire monologue on 'Game of Thrones' (and nobody ever noticed) - Entertainment Weekly,"During the filming of season 5, Clarke invented an entire speech in a fictional language for this key scene in just 10 minutes",https://ew.com/tv/emilia-clarke-game-of-thrones-speech/,https://imagesvc.meredithcorp.io/v3/mm/image?q=85&c=sc&poi=face&w=2000&h=1047&url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F6%2F2019%2F10%2Fgot-season-3-episode-4-1-2000.jpg,2020-11-25T16:19:00Z,"Emilia Clarke had a lot of badass moments playing Daenerys Targaryen on Game of Thrones, but one of her most impressive feats of acting was one that fans never knew about.
During the filming of seas",Entertainment Weekly,entertainment
122,Fred Topel,'Christmas Chronicles 2' Stars Kurt Russell and Goldie Hawn Had Big Ideas for Santa and Mrs. Claus in the Sequel - Showbiz Cheat Sheet,Kurt Russell and Goldie Hawn weren't going to play Santa and Mrs. Claus in 'The Christmas Chronicles 2' without giving their own input.,https://www.cheatsheet.com/entertainment/christmas-chronicles-2-stars-kurt-russell-and-goldie-hawn-had-big-ideas-for-santa-and-mrs-claus-in-the-sequel.html/,https://www.cheatsheet.com/wp-content/uploads/2020/11/Goldie-Hawn-and-Kurt-Russell-1200x800.jpg,2020-11-25T16:00:05Z,"When Kurt Russell played Santa Claus in The Christmas Chronicles, there was only one woman who could fill the stockings of Mrs. Claus. Goldie Hawn plays Santas wife, and she has a much larger role in",Showbiz Cheat Sheet,entertainment
123,Bryan Alexander,"'Oh, boy!': 'Superintelligence' star Melissa McCarthy lunched with Elon Musk to talk AI and left terrified - USA TODAY","Melissa McCarthy mines laughs from AI mulling humanity's destruction in HBO Max's ""Superintelligence."" She checked in with Elon Musk over lunch first.",https://www.usatoday.com/story/entertainment/movies/2020/11/25/hbo-max-superintelligence-melissa-mccarthy-had-scary-lunch-elon-musk/6351957002/,"https://www.gannett-cdn.com/presto/2020/11/24/USAT/673edc68-06da-4b3d-9fa7-985440a5ac2a-SI-01460-Edit-Edit_1.jpg?crop=2999,1687,x0,y230&width=1600&height=800&fit=bounds",2020-11-25T15:27:24Z,"Melissa McCarthy talks to USA TODAY's Bryan Alexander about having lunch with Elon Musk to prepare for the new HBO Max film ""Superintelligence.""
USA TODAY
You know it's 2020 when even Melissa McCar",USA Today,entertainment
124,Kate Erbland,‘Hillbilly Elegy’ Couldn’t Avoid Controversy: How Writer Vanessa Taylor Tackled J.D. Vance’s Memoir - IndieWire,"The writer knew the bestselling memoir was politically fraught, but that's not what led to some of her most challenging edits.",https://www.indiewire.com/2020/11/hillbilly-elegy-controversy-vanessa-taylor-netflix-1234600263/,https://www.indiewire.com/wp-content/uploads/2020/11/LTX0445_R.jpg,2020-11-25T15:00:00Z,"J.D. Vance’s best-selling autobiography “Hillbilly Elegy” isn’t the most natural fit for the big-screen treatment, an often unwieldy mix of heartbreaking memoir, personal observations couched in soci",IndieWire,entertainment
125,TMZ Staff,Barack Obama Signs Off on Drake Playing Him in Future Biopic Movie - TMZ,Aubrey Graham starring as Barack Obama ... closer than you might think.,https://www.tmz.com/2020/11/25/barack-obama-approve-drake-play-him-biopic-movie/,https://imagez.tmz.com/image/99/16by9/2020/11/25/99c9b4f47b214c5f9cbdb0561b7a8a9e_xl.jpg,2020-11-25T15:00:00Z,"Barack Obama has finally given Drake his blessing to portray him in a biopic -- something the kid has openly tried wishing into existence.
The former President was asked about Drake's comments from ",TMZ,entertainment
126,Howard Smith,"Got $1,000? Here's Why You Should Buy Shares of Disney - The Motley Fool",There are three great reasons to put new money into this iconic company right now.,https://www.l.com/investing/2020/11/25/got-1000-heres-why-you-should-buy-shares-of-disney/,https://g.lcdn.com/editorial/images/598052/disneyworldreopening.jpg,2020-11-25T14:30:00Z,Investors have spent much of 2020 trying to figure out how the coronavirus pandemic would affect various companies and sectors. News in November of progress on a vaccine now has the market thinking a,Motley Fool,entertainment
128,Elizabeth Yuko,How to Watch the National Dog Show on Thanksgiving Day - Lifehacker,"Each year towards the end of November, the nation gathers together to give thanks for one of life’s greatest gifts: dogs. And despite the pandemic, tomorrow will be no exception. Immediately following a made-for-TV Macy’s Thanksgiving Day Parade, coverage of …",https://lifehacker.com/how-to-watch-the-national-dog-show-on-thanksgiving-day-1845748502,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/twopl3ecwfabm1gpm4by.jpg",2020-11-25T14:00:00Z,"Each year towards the end of November, the nation gathers together to give thanks for one of lifes greatest gifts: dogs. And despite the pandemic, tomorrow will be no exception. Immediately following",Lifehacker.com,entertainment
129,Ben Kenigsberg,"‘Uncle Frank’ Review: Coming of Age, Coming to Terms - The New York Times",A first-year college student learns her cool uncle’s secrets in Alan Ball’s film.,https://www.nytimes.com/2020/11/25/movies/uncle-frank-review.html,https://static01.nyt.com/images/2020/11/24/arts/uncle1/uncle1-facebookJumbo.jpg,2020-11-25T12:00:00Z,"In Uncle Frank, the writer-director Alan Ball (True Blood) combines several overworked genres the coming-of-age picture, the road-trip odyssey, the angst-filled family-reunion movie and mostly steers",New York Times,entertainment
130,By Glenn Garner For Dailymail.com,Mariah Carey takes a nostalgic trip as she unboxes albums on vinyl for 30th anniversary of her debut - Daily Mail,"She announced Mariah Carey's Magical Christmas Special last week, coming December 4 to Apple TV+, also featuring Ariana Grande, Jennifer Hudson, Snoop Dogg, Tiffany Haddish and more.",https://www.dailymail.co.uk/tvshowbiz/article-8984911/Mariah-Carey-takes-nostalgic-trip-unboxes-albums-vinyl-30th-anniversary-debut.html,https://i.dailymail.co.uk/1s/2020/11/25/06/36080406-0-image-a-139_1606284746555.jpg,2020-11-25T07:21:00Z,"Mariah Carey has given us a number of bops throughout her illustrious career, spanning three decades.
And the five-time Grammy winner is celebrating a milestone with gift for her loyal 'Lambs,' just",Daily Mail,entertainment
131,"Jessie Yeung, CNN",K-pop band BTS earn their first Grammy nomination for hit song 'Dynamite' - CNN,"K-pop group BTS, arguably the biggest boy band in the world, earned their first ever Grammy Award nomination on Tuesday for their hit song 'Dynamite.'",https://www.cnn.com/2020/11/24/entertainment/bts-grammy-nomination-intl-hnk-scli/index.html,https://cdn.cnn.com/cnnnext/dam/assets/201015020523-2020-billboard-music-awards-bts-super-tease.jpg,2020-11-25T03:48:00Z,"(CNN)K-pop group BTS, arguably the biggest boy band in the world, earned their first ever Grammy Award nomination on Tuesday for their hit song 'Dynamite.'
They were nominated for the Best Pop Duo/G",CNN,entertainment
132,Bill Keveney,'One Day at a Time' canceled (again) as producers search for third home for rebooted Norman Lear sitcom - USA TODAY,"Producers are searching for a third home for ""One Day at a Time"" after Pop TV canceled the Norman Lear reboot. The show ran three seasons on Netflix.",https://www.usatoday.com/story/entertainment/tv/2020/11/24/pop-tv-cancels-one-day-time-reboot-norman-lear-sitcom/6416727002/,"https://www.gannett-cdn.com/media/2016/12/28/USATODAY/USATODAY/636185346374093987-One-Day-at-a-Time-cast1.jpg?crop=4304,2432,x10,y271&width=3200&height=1680&fit=bounds",2020-11-25T02:46:00Z,"2020 has given us some quality television like the ""Jeopardy!"" tournament that pitted its top three players against each other.
USA TODAY
Pop TV is dropping ""One Day at a Time"" just one season afte",USA Today,entertainment
133,Meredith B. Kile‍,'The Voice': How to Vote for the 4-Way Knockout - Entertainment Tonight,"Taryn Papa, Julia Cooper, Larriah Jackson and Ryan Gallagher faced off on Tuesday for one spot in the live shows!",https://www.etonline.com/the-voice-4-way-knockout-taryn-papa-julia-cooper-larriah-jackson-ryan-gallagher-face-off-for-live,https://www.etonline.com/sites/default/files/styles/max_1280x720/public/images/2020-11/blank_1280_x_720_2_0.png?h=c673cd1c&itok=b4O89ppq,2020-11-25T02:01:20Z,"Next week kicks off the live shows leading up to The Voice crowning a season 19 champion -- but first, there's one spot left to fill!
Tuesday saw the return of the 4-Way Knockout, where one singer f",Entertainment Tonight,entertainment
134,Kristen Lopez,Ken Jennings’ Past Tweets Mocking the Disabled Surface After ‘Jeopardy’ Guest Hosting Announcement - IndieWire,This is not the first time Jennings has been cited for cruelty in his tweets.,https://www.indiewire.com/2020/11/ken-jennings-ableist-tweets-threaten-jeopardy-hosting-1234600615/,https://www.indiewire.com/wp-content/uploads/2020/11/AP_110113027798.jpg,2020-11-24T23:00:23Z,Twenty four hours after Sony Pictures Television announced that “Jeopardy” fan favorite Ken Jennings would be one of several guest hosts taking over the popular quiz show in January in the aftermath ,IndieWire,entertainment
135,By Tracy Wright For Dailymail.com,Jersey Shore star Mike 'The Situation' Sorrentino reveals wife Lauren is pregnant - Daily Mail,The happy couple shared kisses from their kitchen amid a scene of baking supplies with 'baby Sorrentino May 2021' scrawled in flour.,https://www.dailymail.co.uk/tvshowbiz/article-8983787/Jersey-Shore-star-Mike-Situation-Sorrentino-reveals-wife-Lauren-pregnant.html,https://i.dailymail.co.uk/1s/2020/11/24/22/36067904-0-image-a-122_1606255746713.jpg,2020-11-24T22:03:00Z,"There's a baby situation coming to the Jersey Shore.
Mike 'The Situation' Sorrentino revealed wife Lauren is pregnant with their first child in an adorable announcement shared to Instagram on Tuesda",Daily Mail,entertainment
137,Brian Truitt,"What to stream this Thanksgiving weekend: 'Christmas Chronicles 2,' 'Superintelligence,' 'Happiest Season' - USA TODAY",New films out on streaming this Thanksgiving: Kurt Russell is Santa again in Netflix's ''Christmas Chronicles 2' and Hulu unleashes 'Happiest Season.',https://www.usatoday.com/story/entertainment/movies/2020/11/24/thanksgiving-streaming-netflix-christmas-chronicles-2-hulu-happiest-season/6387945002/,"https://www.gannett-cdn.com/presto/2020/11/22/USAT/d9826832-e24a-43f3-a7fb-eb773d1eb490-CC2_20191024_01102R-2_copy.jpg?crop=5999,3374,x0,y93&width=3200&height=1680&fit=bounds",2020-11-24T18:03:55Z,"Goldie Hawn and Kurt Russell chat with USA TODAY's Brian Truitt about their new Netflix sequel, ""The Christmas Chronicles: Part Two.""
USA TODAY
New streaming movies are coming to entertain you and ",USA Today,entertainment
138,Leah Bitsky,'Sexiest Man Alive' Michael B. Jordan is joining OnlyFans for a cause - Page Six,"“OnlyFans coming soon — eating fruit, all types of crazy stuff, it’s going to get wild.”",https://pagesix.com/2020/11/24/sexiest-man-alive-michael-b-jordan-is-joining-onlyfans/,https://pagesix.com/wp-content/uploads/sites/3/2020/11/michael-b-jordan-1.jpg?quality=90&strip=all&w=1200,2020-11-24T17:17:00Z,"Who knew People’s Sexiest Man Alive 2020 would be available on an adult-content website?
Michael B. Jordan announced that he will be joining the online photo-sharing platform OnlyFans with an accoun",Page Six,entertainment
139,Melissa Mitas,'The Queen's Gambit' Star Anya Taylor-Joy Revealed She Was Bullied as a Child: 'I Used To Get Locked in Lockers' - Showbiz Cheat Sheet,Anya Taylor-Joy of the Netflix hit 'The Queen's Gambit' said she felt 'so isolated' during her childhood after moving from Buenos Aires to London.,https://www.cheatsheet.com/entertainment/the-queens-gambit-star-anya-taylor-joy-revealed-she-was-bullied-as-a-child-i-used-to-get-locked-in-lockers.html/,https://www.cheatsheet.com/wp-content/uploads/2020/11/Anya-Taylor-Joy-of-The-Queens-Gambit-1024x683.jpg,2020-11-24T16:19:04Z,"The new Netflix hit The Queen’s Gambit recently set a record with 62 million households viewing the series. Based on the novel of the same name, the storyline follows chess prodigy Beth Harmon, an or",Showbiz Cheat Sheet,entertainment
140,Cara Anna,Ethiopian PM says troops ordered to move on Tigray capital - The Associated Press,"NAIROBI, Kenya (AP) — Ethiopia's prime minister said Thursday the army has been ordered to move on the embattled Tigray regional capital after his 72-hour ultimatum ended for Tigray leaders to...",https://apnews.com/article/international-news-eritrea-ethiopia-united-nations-kenya-51f5e6f148f3593654520312acd1631b,https://storage.googleapis.com/afs-prod/media/f8ddfc2a1fae4c7c8d71f7cae42259c8/3000.jpeg,2020-11-26T06:37:57Z,"NAIROBI, Kenya (AP) Ethiopias prime minister said Thursday the army has been ordered to move on the embattled Tigray regional capital after his 72-hour ultimatum ended for Tigray leaders to surrender",Associated Press,general
141,Alexandra Jaffe,Biden seeks unity as Trump stokes fading embers of campaign - The Associated Press,"WILMINGTON, Del. (AP) — On a day of grace and grievance, President-elect Joe Biden summoned Americans to join in common purpose against the coronavirus pandemic and their political divisions while...",https://apnews.com/article/election-2020-joe-biden-donald-trump-wilmington-elections-59f380b5d1d387a572846b95ca72ecae,https://storage.googleapis.com/afs-prod/media/93021f2a1a994149a2686a659debfa47/3000.jpeg,2020-11-26T06:36:15Z,"WILMINGTON, Del. (AP) On a day of grace and grievance, President-elect Joe Biden summoned Americans to join in common purpose against the coronavirus pandemic and their political divisions while the ",Associated Press,general
142,,Neutrinos Yield First Experimental Evidence of the CNO Energy-Production Mechanism of the Universe - SciTechDaily,"Neutrinos Yield First Experimental Evidence of Catalyzed Fusion Dominant in Many Stars An international team of about 100 scientists of the Borexino Collaboration, including particle physicist Andrea Pocar at the University of Massachusetts Amherst, report in…",https://scitechdaily.com/neutrinos-yield-first-experimental-evidence-of-the-cno-energy-production-mechanism-of-the-universe/,https://scitechdaily.com/images/Borexino-Detector.jpg,2020-11-26T06:29:49Z,"View into the interior of the Borexino detector. Credit: Borexino Collaboration
Neutrinos Yield First Experimental Evidence of Catalyzed Fusion Dominant in Many Stars
An international team of about",SciTechDaily,general
144,Kelly Tyko,Thanksgiving 2020 grocery store hours: Here's when stores are open and closed Thursday - USA TODAY,"What grocery stores are open on Thanksgiving 2020? Albertsons, Kroger and Whole Foods are open, but Aldi, Costco, Walmart and Publix are closed.",https://www.usatoday.com/story/money/shopping/2020/11/26/thanksgiving-grocery-stores-open-2020-coronavirus-kroger-albertsons/6411619002/,https://www.gannett-cdn.com/-mm-/9e1f6e2ee20f44aa1f3be4f71e9f3e52b6ae2c7e/c=0-110-2121-1303/local/-/media/2020/09/16/USATODAY/usatsports/gettyimages-1215276675.jpg?width=1600&height=800&fit=crop,2020-11-26T05:01:38Z,"Stores like Kroger and Dollar Tree will be open, but Publix and Costco are closing their doors for Thanksgiving.
USA TODAY
If you forget the cranberry sauce or need to stock up on milk on Thanksgiv",USA Today,general
145,,Salesforce talks to buy Slack foreshadow showdown with Microsoft - Financial Times,Workplace chat app is discussing takeover by Salesforce as competitor’s Teams service surges in popularity,https://www.ft.com/content/d23ff273-20fa-4bf8-a0a3-1fb235473777,https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F09962103-7cd8-4e3d-836b-e43d8a4854cf.jpg?source=next-opengraph&fit=scale-down&width=900,2020-11-26T05:00:00Z,"In the middle of last year, when Slack went public on Wall Street, cloud software company Salesforce ran a slide rule over the company to see whether it should attempt an acquisition.
Its view at th",Financial Times,general
146,Tanisha Pina,Ugg Black Friday Sale: The Best New Ugg Deals Available Now - Forbes,"Ugg has a lot in store for Black Friday this year, including the brand's annual ""Cyber Closet 2020"" event, live now. Here are our favorite picks from all of the Ugg deals available now.",https://www.forbes.com/sites/forbes-personal-shopper/2020/11/25/ugg-black-friday-sale-best-ugg-deals/,https://thumbor.forbes.com/thumbor/fit-in/1200x0/filters%3Aformat%28jpg%29/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5fbf2badf852137663e3bc28%2F0x0.jpg%3FcropX1%3D107%26cropX2%3D773%26cropY1%3D285%26cropY2%3D660,2020-11-26T04:15:12Z,"Ugg has a lot in store for Black Friday this year, and thankfully the brand has already let shoppers know what to expect. In addition to Black Friday and Cyber Monday deals kicking off on November 27",Forbes,general
147,Victoria Albert,"Denver mayor who urged residents to ""stay home as much as you can"" travels out of state to visit family for Thanksgiving - CBS News","On the same day as his announcement, Hancock encouraged his constituents to ""stay home as much as you can,"" ""host virtual gatherings instead of in-person dinners"" and ""avoid travel if you can.""",https://www.cbsnews.com/news/mayor-of-denver-michael-hancock-who-urged-residents-to-stay-home-apologizes-for-traveling-for-thanksgiving/,https://cbsnews3.cbsistatic.com/hub/i/r/2020/11/26/8428c278-9f7c-498e-8425-d79d01258396/thumbnail/1200x630/5dc8e4f8f5040ef2c26611aef5272f31/ap-20322815192098.jpg,2020-11-26T03:53:00Z,"Denver's mayor apologized on Wednesday for traveling out of state to visit his family for Thanksgiving, in a statement that came on the same day that he urged residents to ""stay home as much as you c",CBS News,general
148,https://www.facebook.com/bbcnews,Kylie Moore-Gilbert: Academic says Iran detention was 'long and traumatic' - BBC News,"British-Australian lecturer Kylie Moore-Gilbert endured two years of ""incredible hardship"".",https://www.bbc.com/news/world-australia-55081682,https://ichef.bbci.co.uk/news/1024/branded_news/466B/production/_113672081_mediaitem108808857.jpg,2020-11-26T03:21:00Z,"image captionKylie Moore-Gilbert was reported to have been on several hunger strikes while in Evin prison in Tehran
A British-Australian academic who has been freed from jail in Iran has thanked sup",BBC News,general
149,Ryan Gajewski,"Drake Says Grammys ""May No Longer Matter"" Amid The Weeknd Drama - E! NEWS",Drake posted a message of support for The Weeknd after the artist was surprisingly snubbed by the 2021 Grammy nominations.,https://www.eonline.com/news/1212865/drake-says-grammys-may-no-longer-matter-amid-the-weeknd-drama,"https://akns-images.eonline.com/eol_images/Entire_Site/2020912/rs_1200x1200-201012052848-1200-Drake-Euphoria-Aubrey-Drake-Graham-ch-101220.jpg?fit=around%7C1080:1080&output-quality=90&crop=1080:1080;center,top",2020-11-26T03:05:00Z,"Drake is making it clear that he has The Weeknd's back.
The ""Laugh Now Cry Later"" rapper posted a message of support for The Weeknd on his Instagram Story on Wednesday, Nov. 25. This comes a day aft",Eonline.com,general
150,Miranda Devine,Lucky Joe gets phone call from China President Xi Jinping: Devine - New York Post ,"The one American who ­really should give thanks for his good fortune today is Joe Biden. Lucky Joe. President without trying, popped his head out of his basement a few times, took lots of naps. The…",https://nypost.com/2020/11/25/lucky-joe-gets-phone-call-from-china-president-xi-jinping-devine/,https://nypost.com/wp-content/uploads/sites/2/2020/11/biden-1-3.jpg?quality=90&strip=all&w=1200,2020-11-26T02:56:00Z,"The one American who ­really should give thanks for his good fortune today is Joe Biden.
Lucky Joe. President without trying, popped his head out of his basement a few times, took lots of naps. The ",New York Post,general
151,Virginia Barreda,"Oregon State Capitol protesters eat Thanksgiving meal, defy Gov. Kate Brown's 'freeze' - Statesman Journal","More than 250 people gathered at the Oregon State Capitol Wednesday for a Thanksgiving meal in defiance of Gov. Kate Brown's statewide ""freeze.""",https://www.statesmanjournal.com/story/news/2020/11/25/oregon-state-capitol-protest-kate-brown-restrictions-thanksgiving-meal/6429078002/,"https://www.gannett-cdn.com/presto/2020/11/25/PSAL/7696c8f4-fa69-4c42-8f27-8aa0faa63c4c-Thanksgivingprotest001.JPG?crop=5759,3240,x0,y292&width=3200&height=1680&fit=bounds",2020-11-26T02:55:54Z,"Buy PhotoPeople gather in protest of the presidential election results and to defy COVID-19 restrictions on Wednesday, Nov. 25, 2020 at the Oregon State Capitol. The protest included a potluck-style ",Statesman Journal,general
152,Tyler Hersko,"WarnerMedia Turned Down $200 Million Netflix Offer for ‘Godzilla vs. Kong,’ Eyes HBO Max — Report - IndieWire",Legendary's upcoming monster film is the latest big-budget title that could premiere on a streaming service.,https://www.indiewire.com/2020/11/warnermedia-rejects-netflix-offer-godzilla-vs-kong-1234600914/,https://www.indiewire.com/wp-content/uploads/2017/03/kong-skull-island-image-27.jpg,2020-11-26T02:15:43Z,"Legendary’s upcoming monster film, “Godzilla vs. Kong,” is the latest high-profile Hollywood movie that is likely heading to a streaming service.
The Hollywood Reporter reports that Netflix had made",IndieWire,general
153,Todd Archer,"Dallas Cowboys strength and conditioning coach Markus Paul, 54, dies - ESPN","Dallas Cowboys strength and conditioning coordinator Markus Paul, who was rushed to the hospital Tuesday morning after experiencing a medical emergency, has died, the team announced Wednesday. He was 54.",https://www.espn.com/nfl/story/_/id/30389808/dallas-cowboys-strength-conditioning-coach-markus-paul-54-dies,https://a.espncdn.com/combiner/i?img=%2Fphoto%2F2020%2F1124%2Fr780105_1296x729_16%2D9.jpg,2020-11-26T02:15:00Z,"FRISCO, Texas -- Dallas Cowboys strength and conditioning coordinator Markus Paul, who was rushed to the hospital Tuesday morning after experiencing a medical emergency, has died, the team announced ",ESPN,general
155,Joseph Wulfsohn,Kasich shrugs off CNN uproar about Michael Flynn pardon during clash with Jim Acosta: 'Let's move on' - Fox News,Former Ohio Gov. John Kasich shocked a CNN panel Wednesday during the network's wall-to-wall condemnation of President Trump over his pardon of former National Security Adviser Gen. Michael Flynn.,https://www.foxnews.com/media/john-kasich-jim-acosta-cnn-trump-michael-flynn-pardon,https://static.foxnews.com/foxnews.com/content/uploads/2020/11/situation-room-wolf-blitzer-1.jpg,2020-11-26T01:57:46Z,"Former Ohio Gov. John Kasich shocked a CNN panel Wednesday during the network's wall-to-wall condemnation of President Trump over his pardon of former National Security Adviser Gen. Michael Flynn. 
",Fox News,general
156,Mike Wehner,The chances that the Utah monolith was created by aliens just plummeted - BGR,"The origins of the strange metal monolith that appeared in Utah’s Red Rock Country has been traced to around 2016.  The object appeared between late 2015 and late 2016, based on Google Earth scans of the area. The location is apparently fairly popular for sho…",https://bgr.com/2020/11/25/utah-monolith-tv-movie-prop/,https://bgr.com/wp-content/uploads/2020/11/bgrpic-copy-17.jpg?quality=70&strip=all,2020-11-26T01:13:00Z,"<ul><li>The origins of the strange metal monolith that appeared in Utah’s Red Rock Country has been traced to around 2016. </li><li>The object appeared between late 2015 and late 2016, based on Googl",BGR,general
157,Jacqueline Quynh,‘Very Excited’: Doctors React To News That COVID Vaccines Will Arrive At Denver Health In A Few Weeks - CBS Denver,The COVID-19 vaccine is expected at Denver Health in just a few weeks.,https://denver.cbslocal.com/2020/11/25/covid-coronavirus-vaccine-denver-health-pfizer/,https://denver.cbslocal.com/wp-content/uploads/sites/15909806/2020/11/PFIZER-VACCINE-5PKG.transfer_frame_1378.jpeg?w=1500,2020-11-26T01:12:00Z,DENVER (CBS4) – The COVID-19 vaccine is expected at Denver Health in just a few weeks. This comes on the same day that Colorado successfully completed a simulation to help prepare for the arrival of ,Cbslocal.com,general
